Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Payment_of_Min_Amount,Total_EMI_per_month,Credit_Score
58704.26,4940.0216666666665,6.0,3.0,8.0,18.0,4.32,2.0,3.0,244.69,0.0,38.32334645166232,2
142974.96,11698.58,2.0,4.0,5.0,14.0,0.2699999999999996,1.0,1.0,443.62,1.0,228.1625796677509,0
71677.59,5889.1325,5.0,6.0,16.0,6.0,11.9,0.0,2.0,130.54,1.0,0.0,2
61664.0,4930.666666666667,6.0,3.0,16.0,13.0,19.34,11.0,2.0,218.72,2.0,204.84533030926715,2
10457.88,688.4899999999999,6.0,8.0,29.0,34.0,8.9,6.0,0.0,1286.8,2.0,68.54844529224256,2
134124.0,10886.0,0.0,3.0,390.0,1.0,9.29,4.0,1.0,787.5,1.0,106.79203845507116,0
15225.99,1488.8325,8.0,6.0,21.0,31.0,0.86,9.0,0.0,2103.91,2.0,29.415622966550306,1
80442.28,6995.5233333333335,8.0,7.0,21.0,27.0,19.33,10.0,0.0,2738.93,2.0,374.6506221595608,2
18170.075,1785.1729166666669,3.0,2.0,5.0,3.0,2.16,4.0,1.0,836.95,1.0,43.728461856715526,0
17816.75,1623.729166666667,5.0,5.0,8.0,31.0,1.0299999999999998,5.0,2.0,438.66,2.0,12.03182073160791,2
17666.82,1608.235,8.0,5.0,3.0,27.0,3.77,0.0,1.0,346.12,1.0,18.33757706656416,1
17565.58,1588.7983333333334,10.0,8.0,32.0,16.0,19.67,12.0,0.0,2986.89,2.0,100.63745960566128,1
106790.32,8961.193333333335,3.0,3.0,6.0,29.0,11.17,4.0,2.0,678.54,2.0,147.48044023143387,0
61778.7,4955.224999999999,7.0,4.0,18.0,30.0,9.06,2.0,2.0,519.01,1.0,131.98382504529346,2
48259.38,4022.615,8.0,5.0,17.0,26.0,17.15,9.0,2.0,1819.26,2.0,162.97939971907152,2
42252.7,3381.058333333333,6.0,6.0,13.0,8.0,7.69,4.0,2.0,718.36,2.0,119.0498815442776,2
33101.56,2989.463333333333,6.0,10.0,29.0,16.0,12.12,7.0,0.0,1507.49,2.0,85.50478750142938,1
60244.72,5197.393333333333,6.0,6.0,2.0,29.0,6.53,0.0,1.0,989.42,1.0,105.66247874250936,0
20487.1,1622.2583333333332,8.0,10.0,20.0,35.0,8.75,7.0,0.0,2654.31,2.0,30.62296452629753,2
8461.285,699.1070833333333,9.0,9.0,20.0,25.0,9.37,7.2,0.0,3822.75,2.0,34.02785836054286,1
23437.79,1711.1491666666668,8.0,4.0,20.0,25.0,7.156000000000001,2.0,2.0,589.94,2.0,47.87333656244205,2
20662.84,1663.9033333333334,3.0,3.0,5.0,20.0,7.23,4.0,2.0,699.36,1.0,39.90889439441064,2
10275.925,746.0779166666666,7.0,3.0,20.0,13.0,15.32,7.0,2.0,159.73,0.0,9.869009467248176,2
16439.24,1433.936666666667,8.0,5.0,4375.0,11.0,16.21,6.0,2.0,699.36,2.0,25.14660818203628,2
34666.02,2946.835,8.0,6.0,25.0,22.0,7.06,8.0,0.0,1353.07,2.0,70.95007660242807,1
18549.28,1698.773333333333,4.0,4.0,6.0,17.0,3.22,0.0,1.0,1247.3,1.0,0.0,2
94287.36,7823.28,4.0,4.0,13.0,27.0,18.66,2.0,2.0,1261.99,2.0,124.14301629300655,2
72458.44,5826.203333333334,9.0,10.0,24.0,53.0,4.86,14.0,0.0,2085.35,2.0,224.49719665179148,2
30162.35,2501.5291666666667,5.0,7.0,16.0,18.0,0.2599999999999998,0.0,3.0,1278.35,1.0,76.36269392667178,2
59641.5,4974.125,8.0,7.0,27.0,24.0,23.99,8.0,0.0,3116.46,2.0,260.94947555888155,2
60244.72,5171.972333333333,6.0,6.0,2.0,29.0,6.53,0.0,1.0,989.42,1.0,105.66247874250936,0
116346.93,9814.5775,0.0,3.0,9.0,2.0,6.23,3.0,3.0,115.22,1.0,183.00131988340425,0
18250.52,1403.8766666666668,9.0,8.0,33.0,31.0,28.48,9.0,0.0,4457.6,2.0,89.36053068950912,2
18569.39,1650.6625504899905,10.0,5.0,18.0,24.0,19.43,7.0,0.0,3791.88,2.0,130.6366441669185,1
16290256.0,2966.2198333333336,7.0,6.0,26.0,56.0,12.09,8.0,3.0,2168.54,0.0,76.90780862472894,2
9389.1,950.425,7.0,9.0,34.0,16.0,20.29,11.0,0.0,2858.56,2.0,64.1819367179464,1
70286.6,5718.216666666667,7.0,10.0,25.0,18.0,8.72,7.0,0.0,1553.07,2.0,205.3424352539566,1
35659.07,3074.589166666666,2.0,4.0,1.0,2.0,11.84,7.0,1.0,665.28,1.0,0.0,0
15635.86,1341.9883333333337,3.0,3.0,15.0,17.0,6.21,1.0,2.0,409.7,1.0,18.134519446557647,2
140135.24,11725.516,7.0,6.0,14.0,18.0,18.21,6.0,2.0,929.51,2.0,0.0,2
35643.6,3046.3,4.0,3.0,9.0,29.0,16.48,12.0,3.0,171.98,0.0,60.03954017071801,2
133214.25,11166.1875,3.0,3.0,2.0,10.0,9.48,6.0,1.0,68.18,1.0,309.1572520422692,0
38149.09,3121.090833333333,1.0,3.0,8.0,11.0,6.72,1.0,1.0,821.91,1.0,90.32160297711032,0
9743.96,889.9966666666666,8.0,7.0,4.0,18.0,11.01,5.0,1.0,625.73,0.0,18.85845156233991,2
65630.66,5420.2716666666665,4.0,1438.0,7.0,9.0,4.84,2.0,3.0,1450.15,2.0,84.12598079011308,2
85953.88,7140.823333333334,3.0,3.0,16.0,23.0,16.55,9.0,3.0,649.07,2.0,219.24917445632212,2
16216.795,1280.3583333333333,5.0,6.0,13.0,22.0,1.1,4.0,2.0,1470.14,1.0,0.0,2
19206.92,1373.5766666666666,7.0,8.0,19.0,40.0,3.08,11.0,0.0,3600.06,2.0,65.19760798764706,1
69428.72,5721.7266666666665,10.0,8.0,18.0,38.0,1.94,12.0,0.0,2474.96,2.0,178.0578629312314,1
30789.35,2738.7791666666667,5.0,4.0,7.0,0.0,5.72,4.0,1.0,1106.11,1.0,73.86569999494921,0
38060.7,3197.725,6.0,6.0,31.0,31.0,22.816000000000003,12.0,0.0,3813.35,2.0,172.41152267824066,1
38217.6,3204.8,6.0,6.0,13.0,17.0,2.29,1.0,3.0,448.54,1.0,57.881716929471615,2
34767.12,2735.3203385290303,3.0,6.0,14.0,15.0,8.79,6.0,2.0,2084.72,0.0,146.48738724749663,1
19997.78,1409.4816666666666,5.0,633.0,20.0,28.0,4.87,2.0,2.0,427.06,2.0,18.983796882362064,2
120671.25,9851.9375,4.0,3.0,3.0,1.0,10.96,3.0,1.0,755.16,1.0,320.74275568454283,2
7415.08,815.9233333333333,5.0,6.0,14.0,9.0,6.0600000000000005,9.0,2.0,583.56,2.0,27.0108052417706,2
25740.18,2197.015,5.0,6.0,1.0,19.0,0.23,2.0,2.0,1273.88,1.0,19.46604342760477,2
18010485.0,12416.99,1.0,5.0,10.0,10.0,2.61,2.0,1.0,1246.47,1.0,69.43273318215753,1
11562.215,979.5179166666668,4.0,3.0,5.0,28.0,8.52,2.0,2.0,537.45,2.0,4.916138542370655,2
62546.8,4951.233333333334,5.0,6.0,8.0,7.0,7.63,4.0,1.0,1146.47,1.0,69.72084239010081,1
11038.375,776.8645833333335,7.0,6.0,10.0,22.0,3.94,2.0,2.0,432.06,1.0,4.713183571733377,2
14871.095,942.2579166666668,3.0,3.0,7.0,14.0,8.62,5.0,3.0,725.09,1.0,23.61909190569991,0
101628.12,8730.01,3.0,7.0,14.0,12.0,18.25,8.0,2.0,248.77,2.0,0.0,2
20228618.0,1066.4450000000004,8.0,6.0,7.0,7.0,3.94,0.0,2.0,1191.71,1.0,6.4878675261176335,1
82289.36,6951.446666666668,8.0,8.0,22.0,29.0,18.75,12.0,0.0,4736.25,2.0,240.7514411019908,1
48356.66,4233.721666666666,3.0,4.0,16.0,8.0,17.01,8.0,2.0,1323.42,2.0,45.44154274137288,2
22239.0,1808.9201666666668,4.0,5.0,11.0,12.0,5.66,2.0,1.0,127.91,0.0,70.17382304341935,0
35911.33,3003.6108333333336,3.0,3.0,2.0,9.0,5.5,3.0,2.0,739.82,1.0,39.11288223061442,2
31067.03,2297.9191666666666,5.0,3.0,5.0,29.0,8.2,5.0,3.0,778.68,2.0,79.25048946835538,2
14143.68,925.64,7.0,10.0,26.0,34.0,29.31,7.0,3.0,3729.82,2.0,99.62050644230416,2
17481.785,1736.8154166666666,4.0,6.0,5.0,15.0,5.72,0.0,1.0,1148.28,1.0,18.079812288763907,0
16480.5,1669.375,8.0,6.0,16.0,11.0,12.82,7.0,2.0,201.57,2.0,85.12486299611507,2
22269.09,1931.7575,7.0,6.0,5.0,25.0,19.61,3.0,2.0,529.22,0.0,0.0,2
44749.97,3452.164166666667,1.0,7.0,1.0,13.0,6.72,0.0,1.0,353.85,1.0,0.0,2
77597.7,6619.474999999999,4.0,5.0,3.0,6.0,6.03,2.0,1.0,404.69,1.0,32794.0,2
84845.48,7187.456666666666,4.0,3.0,10.0,6.0,8.52,6.0,1.0,5.28,0.0,137.01188150268533,2
50814.28,4517.5233333333335,3.0,7.0,2.0,13.0,4.06,3.0,1.0,612.46,1.0,0.0,0
135871.68,11612.64,3.0,2.0,6.0,12.0,1.21,4.0,1.0,1450.98,1.0,174.89652929624734,0
10112.045,521.3610652530066,4.0,5.0,6.0,30.0,10.74,2.0,2.0,49.62,1.0,56.143096551465966,2
31615.0,2657.583333333333,7.0,4.0,5.0,12.0,21.31,6.0,2.0,330.21,2.0,66.63488669611012,2
85486.14,7411.845,7.0,5.0,13.0,24.0,5.01,3.0,2.0,380.26,2.0,177.17243037944604,2
36787.58,3362.6316666666667,8.0,9.0,28.0,56.0,15.58,11.0,0.0,3840.92,2.0,133.26815899286294,1
56831.7,4919.975,10.0,7.0,23.0,60.0,7.82,10.0,0.0,2551.01,2.0,56.70861052495783,1
15615.3,1185.275,6.0,7.0,19.0,44.0,5.71,11.0,0.0,2666.06,2.0,45.45311165533867,1
15383416.0,4135.6725000000015,7.0,5.0,17.0,31.0,25.74,15.0,0.0,3532.09,2.0,285.0989122937424,1
31741.57,2858.130833333333,4.0,4.0,15.0,23.0,7.78,7.0,2.0,1231.17,2.0,16.904100749323593,2
29041.4,2646.116666666667,3.0,5.0,3.0,7.0,8.58,1.0,1.0,1029.86,1.0,37.02349818181048,1
8165.37,471.4475,7.0,8.0,18.0,23.0,21.72,9.0,0.0,3771.86,2.0,26.21310603653352,2
43771.85,3600.6541666666667,4.0,3.0,9.0,3.0,3.78,1.0,1.0,1337.25,1.0,29.648878805313085,0
151160.64,12758.72,1.0,6.0,1.0,7.0,3.45,4.0,1.0,1139.22,1.0,0.0,1
90960.56,7513.094,3.0,7.0,15.0,13.0,17.1,0.0,2.0,836.37,2.0,299.6585696335902,2
126217.6,9015.652514400528,8.0,7.0,14.0,8.0,5.34,4.0,2.0,1000.98,1.0,1486.3258082494085,0
14531.07,1099.4775,4.0,5.0,9.0,26.0,9.77,1.0,1.0,268.56,1.0,34.462630753768394,2
25122.47,1860.539166666667,4.0,4.0,16.0,12.0,19.68,7.0,2.0,1247.63,2.0,62.48455602427023,2
17337.8,1674.8166666666666,9.0,5.0,16.0,34.0,4.96,11.0,0.0,1260.81,2.0,79.63272261426017,1
62825.9,5404.491666666667,6.0,6.0,3.0,16.0,6.16,1.0,1.0,163.32,1.0,0.0,1
44998.71,3916.8925,10.0,5.0,31.0,57.0,16.65,8.0,2.0,2559.56,0.0,56.83945041255036,1
16381.95,883.0800832573731,7.0,6.0,14.0,22.0,11.43,7.0,2.0,1493.68,2.0,199.08241674262715,0
59650.23,4677.8525,5.0,7.0,15.0,7.0,10.89,12.0,2.0,1294.13,0.0,250.60799930480067,2
20199.46,1698.8740000000003,3.0,3.0,6.0,11.0,8.56,1.0,1.0,1357.95,1.0,60.042791744786,2
22265.03,1723.4191666666666,6.0,5.0,18.0,16.0,19.48,4.0,2.0,1337.06,2.0,35.21912051303133,0
29510.87,2560.2391666666667,4.0,7.0,12.0,4.0,6.710000000000001,135.0,1.0,1147.62,1.0,49.7073465799128,2
56213.84,4955.486666666667,6.0,7.0,26.0,58.0,8.77,14.0,0.0,3626.94,2.0,120.15943330681644,1
63515.92,5566.993333333333,3.0,7.0,3.0,7.0,0.65,4.0,1.0,609.25,1.0,29.289364912538915,2
19889.44,1756.4533333333331,8.0,7.0,11.0,19.0,16.62,7.0,2.0,369.64,2.0,60.92837781478249,2
38444.52,2975.71,0.0,4.0,6.0,4.0,16.240000000000002,1.0,1.0,1006.25,1.0,67.74489256789019,2
18053.32,1438.6813333333334,5.0,6.0,13.0,19.0,12.06,7.0,3.0,1262.85,2.0,57.00609769489359,2
73085.96,5947.496666666668,10.0,10.0,29.0,33.0,5.06,15.0,3.0,3870.22,2.0,367.0553672180876,1
16068.39,1096.0325,10.0,7.0,17.0,37.0,22.52,9.0,0.0,3377.65,2.0,56.412700533373226,2
9339.455,945.9150833333335,9.0,6.0,28.0,35.0,15.56,9.0,0.0,2637.94,2.0,46.68586678533654,2
35292.24,2715.02,3.0,3.0,8.0,18.0,7.35,2.0,2.0,996.99,1.0,51.65026794977413,2
22434.16,2166.5133333333333,7.0,7.0,8.0,29.0,18.67,7.0,2.0,273.11,2.0,30.06803814681413,2
66681.8,5278.816666666667,2.0,1.0,11.0,4.0,3.55,2.0,1.0,679.2,1.0,0.0,2
119094.64,9803.553333333331,3.0,6.0,15.0,24.0,16.63,1842.0,3.0,1258.59,0.0,259.64985684896334,2
39292.44,3359.7608333333337,2.0,4.0,7.0,5.0,6.59,0.0,3.0,1343.62,1.0,90.86176298213776,0
94554.87,7914.572499999998,2.0,6.0,2.0,9.0,9.24,3.0,1.0,1487.9,1.0,0.0,0
19418.475,1359.20625,2.0,4.0,11.0,1.0,1.61,4.0,1.0,851.53,1.0,0.0,0
14441.54,1369.4616666666668,9.0,5.0,22.0,26.0,9.87,8.0,0.0,2176.93,2.0,47.799525750056496,1
11866.345,984.8620833333332,7.0,7.0,20.0,17.0,17.73,6.0,2.0,276.34,2.0,8.367989377877612,2
9584.875,643.7395833333334,5.0,5.0,12.0,8.0,12.65,6.0,2.0,1414.03,2.0,24.708538812370893,2
44913.34,3480.778333333333,2.0,1.0,5.0,16.0,2.43,0.0,3.0,552.97,1.0,0.0,0
69279.38,5836.281666666668,3.0,5.0,8.0,6.0,9.25,1.0,1.0,1475.0,0.0,0.0,1
14089.4,1046.1166666666666,8.0,9.0,26.0,57.0,19.9,11.0,0.0,4118.73,0.0,102.648590942753,1
81425.24,6579.436666666667,9.0,5.0,26.0,12.0,0.69,7.0,0.0,1729.78,2.0,375.690945797382,1
34975.73,2822.3485000000005,5.0,7.0,17.0,12.0,4.59,6.0,2.0,51.5,2.0,155.00251099581254,2
46650.9,4031.575,8.0,7.0,33.0,39.0,26.04,9.0,0.0,3555.25,2.0,207.5520164162349,2
9622.625,905.8854166666664,5.0,5.0,16.0,8.0,18.07,5.0,2.0,1836.2,2.0,29.799562938173555,2
62574.16,5004.513333333333,10.0,8.0,16.0,37.0,18.77,12.0,0.0,3697.41,0.0,241.3552404047493,2
26450.59,2079.215833333333,5.0,6.0,20.0,24.0,11.8,0.0,2.0,952.9,1.0,73.67019025318037,2
80968.04,6894.336666666666,6.0,7.0,28.0,30.0,2.71,15.0,0.0,4461.39,0.0,356.9795430065876,1
151515.68,12885.306666666664,1.0,6.0,11.0,14.0,8.362,4.0,1.0,1078.49,1.0,362.4249714200088,2
16106.84,1368.236666666667,4.0,7.0,8.0,6.0,2.62,0.0,1.0,1174.53,1.0,12.367279071854188,1
34257.69,3111.807500000001,3.0,5.0,9.0,15.0,5.38,6.0,2.0,777.19,1.0,50.99252159905422,2
58511.78,5016.981666666667,2.0,1.0,2.0,2.0,1.54,2.0,1.0,404.05,1.0,0.0,0
22318.49,2064.935333333333,5.0,2.0,7.0,8.0,4.86,0.0,1.0,947.41,1.0,39.91728359236453,2
115810.56,9364.88,3.0,5.0,10.0,29.0,3.78,1.0,1.0,1257.75,1.0,0.0,2
20483.84,1811.986666666667,7.0,7.0,32.0,41.0,4.75,6.0,0.0,2469.37,2.0,106.13003229813722,2
62719.36,5315.613333333334,1.0,7.0,1.0,8.0,5.15,5.0,1.0,73.8,1.0,58.31563822856903,0
141952.76,11726.396666666667,7.0,4.0,16.0,29.0,11.48,4.0,3.0,1498.17,2.0,109.7589025473806,0
29778.94,2448.578333333333,1.0,7.0,3.0,2.0,9.45,4.0,1.0,1186.98,1.0,82.65711212346402,0
14233.31,1044.1091666666666,7.0,6.0,20.0,50.0,8.22,6.0,0.0,3711.72,2.0,77.31063980582034,1
122658.64,10020.553333333331,8.0,3.0,14.0,30.0,11.98,2.0,2.0,210.65,1.0,155.41014066011132,2
155916.32,12869.026666666668,6.0,6.0,2.0,1.0,1.26,1.0,1.0,551.8,1.0,249.104133035628,2
83722.16,7270.846666666667,3.0,3.0,1.0,0.0,6.9,4.0,1.0,964.15,1.0,157.9707494237666,0
16736596.0,1348.5566666666666,7.0,9.0,33.0,54.0,15.49,8.0,3.0,2021.95,2.0,90.93654041429086,1
22182.95,1937.5791666666669,7.0,5.0,13.0,9.0,10.18,5.0,3.0,1170.58,0.0,62.25704178917977,2
53860.98,4260.415,4.0,7.0,15.0,17.0,10.82,6.0,2.0,1356.1,0.0,0.0,2
41414.58,3476.215,9.0,6.0,23.0,24.0,8.39,10.0,0.0,1891.1,2.0,44.0619649927691,2
47390.28,3865.19,8.0,4.0,14.0,26.0,9.87,7.0,2.0,938.85,2.0,41.95345501794147,2
36490.98,2828.9150000000004,4.0,5.0,8.0,21.0,7.75,7.0,3.0,581.05,2.0,92.35158351990316,2
40639.06,3572.588333333333,1.0,1.0,3.0,0.0,2.5,4.0,1.0,853.92,1.0,0.0,0
41293.1,3716.091666666666,5.0,4.0,13.0,15.0,8.78,9.0,3.0,1416.43,2.0,19159.0,2
34534.82,3165.901666666666,3.0,6.0,8.0,3.0,1.16,8.0,1.0,132.98,1.0,23.39463467832328,2
30637.13,2427.0941666666668,5.0,7.0,10.0,20.0,7.18,4.0,2.0,414.36,2.0,48.99794222337656,2
60401.4,5163.45,6.0,6.0,27.0,47.0,8.059999999999999,13.0,0.0,2253.93,2.0,226.8963394377975,1
33312.69,2840.4956666666667,3.0,6.0,5.0,29.0,8.23,4.0,2.0,499.74,2.0,0.0,2
97351.8,7912.6500000000015,3.0,5.0,11.0,11.0,8.72,2.0,2.0,1055.95,2.0,44.964136718064346,2
33119.82,3024.985,10.0,5.0,32.0,50.0,13.883999999999997,10.0,0.0,2545.0,0.0,111.4227017745117,1
29337.5,2321.7916666666665,9.0,7.0,20.0,25.0,1.41,12.0,0.0,1784.61,2.0,164.31350066652166,2
129204.92,10508.076666666666,5.0,6.0,12.0,8.0,1.54,1.0,2.0,1075.37,2.0,277.6108851736604,2
16133.43,1283.4525,6.0,7.0,16.0,38.0,9.64,11.0,0.0,1494.81,2.0,24.257117975579465,1
32991.92,2682.3266666666664,7.0,9.0,18.0,18.0,0.66,8.0,0.0,1295.76,2.0,124.60620268247509,1
19163.22,1346.9350000000004,3.0,7.0,7.0,25.0,2.76,5.0,2.0,2226.37,0.0,24.17564764974174,0
34014.64,2972.7503333333334,4.0,4.0,21.0,18.0,15.58,8.0,2.0,1706.37,2.0,99.50967879433294,2
104816.56,8825.790666666668,3.0,7.0,13.0,15.0,9.18,1.0,2.0,1220.07,2.0,192.730599929224,0
16084.71,1514.3925,7.0,10.0,25.0,16.0,29.57,12.0,0.0,3647.98,2.0,60.13711991244536,2
18957.37,1637.780833333333,2.0,5.0,3.0,2.0,3.58,3.0,1.0,288.32,1.0,30.6285757672807,2
19170.73,1315.5608333333332,3.0,5.0,8.0,0.0,11.35,4.0,1.0,318.94,1.0,58.048072449421085,0
43239.81,3432.3175,9.0,10.0,21.0,19.0,25.37,10.0,0.0,3839.68,2.0,295.17592406663954,1
88126.58,7250.881666666667,2.0,7.0,1.0,9.0,8.57,1.0,3.0,261.29,1.0,0.0,2
20889.64,1616.803333333333,10.0,10.0,22.0,26.0,10.42,10.0,0.0,2578.2,0.0,103.13108512686917,1
34913.58,3076.465,4.0,4.0,4.0,4.0,5.76,2.0,1.0,758.31,1.0,58.82788848446384,2
41675.64,3451.97,4.0,3.0,12.0,6.0,4.9,2.0,3.0,1181.64,1.0,53.79680681865612,0
53265.96,4286.83,9.0,5.0,29.0,57.0,0.8900000000000001,13.0,0.0,2545.1,2.0,120.80351494172852,1
10701.525,651.7937499999998,3.0,5.0,19.0,13.0,5.95,3.0,3.0,158.95,1.0,13.79120499527748,2
174226.68,14396.89,3.0,5.0,7.0,3.0,6.01,1.0,1.0,1297.57,1.0,201.3567452109394,0
31087.66,2471.6383333333333,4.0,7.0,12.0,10.0,9.95,8.0,3.0,70.82,2.0,134.69172023090238,1
11100.59,1087.049166666667,7.0,6.0,13.0,11.0,6.67,5.0,2.0,465.87,0.0,23.37810896783833,2
16440.63,1105.0525,3.0,3.0,28.0,22.0,16.869999999999994,6.0,2.0,1946.81,2.0,47.99206967525544,1
16252.91,1584.4091666666666,1.0,5.0,2834.0,10.0,3.29,0.0,1.0,1484.51,1.0,19.653527069998592,0
48181.11,3888.0925,8.0,8.0,34.0,10.0,13.08,9.0,2.0,2623.14,2.0,82.03861836216738,1
46650.9,4031.575,8.0,7.0,33.0,39.0,26.04,9.0,0.0,3555.25,2.0,207.5520164162349,2
49661.10000000001,4408.425,4.0,7.0,17.0,28.0,16.79,7.0,2.0,2288.31,2.0,167.6417131711071,1
119047.52,9924.626666666669,8.0,7.0,8.0,5.0,9.22,2.0,3.0,897.72,2.0,199.6579353719332,2
104708.79,8717.7325,0.0,3.0,1.0,1.0,8.1,8.0,1.0,223.31,1.0,255.7449322277957,2
71842.8,6101.9000000000015,3.0,7.0,12.0,13.0,7.41,4.0,3.0,39.31,1.0,65.27357156843968,2
9697.29,861.1075000000002,4.0,3.0,9.0,9.0,5.949999999999998,8.0,2.0,530.96,2.0,28.77453606166113,2
28097.2,2397.433333333333,0.0,7.0,4.0,7.0,5.44,0.0,1.0,644.34,1.0,0.0,0
109744.86000000002,8916.405,8.0,4.0,19.0,23.0,13.33,2.0,2.0,55.2,2.0,72.51605296122055,2
82065.16,6771.763333333332,5.0,716.0,3.0,12.0,5.55,6.0,1.0,106.83,1.0,180.34060665960084,0
103190.84,8400.236666666666,7.0,5.0,14.0,20.0,0.57,5.0,2.0,780.16,1.0,46.75902119109541,2
86304.38,7148.031666666668,5.0,2.0,12.0,1.0,0.6699999999999999,1.0,1.0,6.41,1.0,71.64602218484617,0
8996.265,740.6887499999998,4.0,1385.0,19.0,25.0,16.07,11.0,2.0,2400.0,2.0,72950.0,2
19916.14,1800.191333333333,6.0,5.0,22.0,37.0,6.1,9.2,0.0,4358.08,2.0,76.85648947688156,1
22157.27,1916.2180833333332,6.0,6.0,19.0,30.0,8.37,8.0,2.0,1345.58,2.0,64.04102513873751,2
106602.63,8924.5525,7.0,5.0,12.0,30.0,17.33,5.0,2.0,962.51,1.0,125.9142626730801,2
54346.35000000001,4463.8625,6.0,7.0,19.0,49.0,25.97,14.0,0.0,4775.2,2.0,332.5636712634186,2
107427.99,8842.417500000001,8.0,3.0,20.0,25.0,2.76,9.0,2.0,1124.02,1.0,55.65910096545989,2
121844.2,10094.838833333333,6.0,6.0,16.0,18.0,15.3,4.0,2.0,1265.84,2.0,162.66813859907478,2
20870.46,1694.205,7.0,8.0,16.0,25.0,13.34,10.0,0.0,2694.09,2.0,116.1374192000977,1
60529.08,5069.09,1709.0,3.0,24.0,7.0,16.84,6.0,2.0,2329.34,2.0,317.58066786113284,1
8165.37,471.4475,7.0,8.0,18.0,22.0,21.72,9.0,0.0,3771.86,2.0,26.21310603653352,1
31122.32,2299.526666666666,0.0,3.0,6.0,1.0,8.72,4.0,3.0,701.97,1.0,56.10548708909829,0
32612.36,2789.9236666666666,5.0,5.0,12.0,6.0,8.44,0.0,1.0,809.94,0.0,91.5789872673322,0
74270.8,6325.233333333334,7.0,5.0,16.0,39.0,26.68,10.0,0.0,3955.65,2.0,391.0468209208228,0
31608.12,2441.01,10.0,8.0,34.0,38.0,28.69,6.0,0.0,3487.36,2.0,83.09137986824523,1
7889.11,724.4258333333332,7.0,3.0,10.0,13.0,19.88,6.0,2.0,973.01,2.0,15.74636709586118,2
71676.0,5921.0,5.0,4.0,18.0,12.0,9.27,3.0,2.0,1150.59,1.0,73.45520241865886,1
46855.17,3897.374,7.0,5.0,27.0,38.0,19.86,7.0,2.0,1653.0,2.0,145.55242168068656,1
9110.175,753.18125,7.0,7.0,33.0,42.0,19.8,12.0,0.0,1814.67,2.0,39.014965427153406,1
41155.22,3264.601666666667,9.0,10.0,17.0,35.0,24.4,6.0,3.0,3581.79,2.0,182.7397329533504,1
62139.51,5184.723,6.0,10.0,26.0,61.0,24.24,2134.0,0.0,2603.85,2.0,342.2290731506656,1
90182.31,7525.1925,0.0,3.0,12.0,12.0,6.47,4.0,1.0,1283.66,1.0,139.39918446028773,1
19536.45,1611.0375,10.0,7.0,22.0,38.0,8.37,12.0,0.0,2623.94,2.0,101.56473873715444,2
15219.03,1330.2525,9.0,5.0,18.0,15.0,4.78,7.0,0.0,2213.1,2.0,76.13084675762164,1
43279.04,3308.586666666666,1.0,5.0,5.0,4.0,2.57,0.0,1.0,363.33,1.0,103.1866505438308,0
10952.32,631.7333619752212,6.0,4.0,6.0,20.0,10.64,9.0,2.0,1270.54,1.0,65.87314109365732,2
20252.78,1550.9891666666667,7.0,8.0,28.0,53.0,27.51,12.0,3.0,4576.95,2.0,111.18681582023814,1
13065.87,1359.8225,5.0,6.0,13.0,14.0,1.72,2.0,2.0,1203.17,1.0,16.03971007504952,2
35664.22,2686.018333333333,9.0,7.0,17.0,21.0,10.24,11.0,0.0,4259.04,0.0,137.88399125062443,1
113196.54,9672.045,2.0,3.0,10.0,13.0,3.43,3.0,1.0,305.03,1.0,0.0,0
34106.78,2767.231666666666,8.0,5.0,17.0,11.0,10.06,0.0,3.0,996.54,2.0,0.0,0
59993.32,4957.443333333334,5.0,4.0,16.0,23.0,10.61,7.0,2.0,1326.5,2.0,205.98931950128627,2
66516.32,5588.792166666668,7.0,6.0,17.0,7.0,17.92,6.0,2.0,32.95,2.0,162.4926461953017,1
69014.48,5467.206666666666,10.0,6.0,25.0,43.0,14.28,9.0,0.0,2313.63,0.0,310.14034580117686,1
10143.89,684.3241666666668,4.0,7.0,14.0,29.0,9.67,8.0,2.0,1083.92,2.0,22.886532816291595,0
38269.83,3010.1525,3.0,1.0,9.0,2.0,7.6,3.0,1.0,1144.21,1.0,26.53225597495757,0
16189.12,1217.5270231364898,9.0,1401.0,26.0,35.0,22.54,9.0,3.0,3136.21,2.0,49.58333623324728,1
112743.08,9463.256666666666,3.0,6.0,2.0,7.0,4.37,4.0,1.0,782.51,1.0,235.7798989501266,2
34744.15,2875.1933333333336,3.0,2.0,3.0,1.0,5.48,3.0,1.0,219.59,1.0,52.21889441680582,0
73446.68,6101.556666666666,3.0,7.0,10.0,9.0,10.01,3.0,1.0,685.36,0.0,32.023589805369504,0
57864.6,4615.1753333333345,7.0,7.0,13.0,12.0,14.560000000000002,4.0,2.0,539.17,2.0,75.02216000848023,2
42884.84,3578.736666666666,4.0,6.0,7.0,23.0,0.73,2.0,1.0,1302.49,1.0,0.0,1
62616.99000000001,5271.0825,7.0,5.0,20.0,41.0,28.98,7.0,0.0,4420.25,2.0,322.5482113807886,2
70286.6,5718.216666666667,7.0,10.0,25.0,15.0,8.72,7.0,3.0,1553.07,2.0,205.3424352539566,1
